word,y1,y2,y3
cramp,0.317323607,-1.393763388,0.306696964
bluff,-2.974354193,-0.572899959,0.422556577
upset,0.94891197,-0.076944395,-0.352487307
stomp,-0.049822299,-1.397051649,0.365916643
motto,-2.247864545,0.699843655,-0.345751517
cinch,-2.134072485,-0.576523214,0.263739034
elope,-0.278663726,2.00170722,-1.276937853
power,1.195076465,1.356054203,2.595698888
midge,0.448219229,-0.121984505,-0.356418488
tryst,-1.866011824,-1.841387969,0.869480731
aphid,0.193966924,-0.127774645,-0.322744336
trite,-0.170387274,0.736061705,-0.644065349
angry,0.263421735,-1.337722676,0.433427781
flock,-0.560141396,-1.399346099,0.452982929
wacky,-0.843632104,-1.410374477,0.480981128
roomy,-1.535844575,0.707288859,-0.458367882
wedge,-1.692897587,0.720483207,-0.402544816
liver,0.918866553,-0.035030769,-0.259551914
bland,0.314637206,-1.386046247,0.323296035
night,0.083449025,-0.558677656,2.092683646
madam,-2.533261382,0.694278631,-0.306001227
berth,0.548388203,-1.384358536,0.284745127
stead,1.304904373,-0.10008423,-0.464888497
voice,1.338266847,1.582598007,-0.252368496
agape,-0.730916937,1.993756462,-1.21213539
fluff,-4.995279782,0.233864524,0.28023758
field,0.8891421,0.759561831,1.405126809
sever,-0.910299033,0.722042496,-0.540156779
lilac,-1.145047521,0.7235735,-0.49470476
egret,-0.707141355,0.724716257,-0.571141727
pinto,0.753736721,-0.109965418,-0.386312646
hutch,-2.353469743,-0.575335773,0.30571037
gawky,-1.021445431,-1.426184754,0.479971413
droll,-1.365959681,-0.560788878,0.158335918
retro,-0.536866962,0.777648257,-0.491254615
rusty,0.326298243,-1.378200809,0.337580479
beady,0.628039219,-0.119377149,-0.383341311
smite,1.342690735,-0.10217108,-0.476047981
brink,-0.113876259,-1.396442188,0.378719115
awful,-0.202615243,-0.10488302,-0.203555296
gloat,1.234901142,-0.105601119,-0.463808659
input,0.490996016,0.246305496,0.404972672
loser,1.644088442,-0.080824913,-0.485723063
cacao,-1.544213318,1.974981588,-1.104948685
blown,-0.359949908,-1.384234556,0.448505413
apron,1.097626734,-0.098969095,-0.425249693
primo,0.612136571,-0.114411756,-0.370109718
atone,2.150573441,1.184635473,-1.229639581
donor,-1.054101044,0.760213308,-0.434561161
float,1.050243271,-0.053592853,-0.321962545
goose,-0.48876937,2.020658443,-1.199543342
piety,0.850533745,-0.111110371,-0.406127142
girth,0.312442267,-1.393286537,0.308571406
trait,-0.28561919,0.742633768,-0.609599258
flood,-1.765349491,0.788706994,-0.247033364
gloom,-1.76628629,0.704082587,-0.423583822
depth,0.183738607,-1.193486493,0.748975687
froth,0.262127535,-1.395799831,0.312379636
peach,0.986837921,-0.086467485,-0.379200838
showy,-0.393983929,-1.410409527,0.399971003
creak,1.084833258,-0.108898827,-0.443682877
manor,1.214319376,-0.061045776,-0.367060095
atoll,-0.749254409,0.72708904,-0.558606329
bayou,0.593114708,1.157745237,-1.005450339
crept,0.869567088,-1.3801727,0.235673924
tiara,-0.048659311,2.012344077,-1.296126092
asset,-0.500353764,0.844196927,-0.35885505
vouch,-0.200209958,-0.13600928,-0.268988457
album,0.316704619,0.376216269,0.707634715
hinge,0.771338208,-0.105373041,-0.379890775
money,1.152216217,1.120090365,2.110656242
scrap,0.555443816,-1.366757673,0.320230565
gamer,1.111104439,-0.088801919,-0.406443823
glass,-1.504192781,-0.154708195,1.031226319
scour,0.996467707,-0.109025026,-0.428040565
being,0.963845926,1.455396545,2.844774701
delve,-1.341635196,0.712075412,-0.483330041
yield,0.799881658,-0.019081063,-0.204827184
metal,1.470977116,0.261762788,0.260854598
tipsy,0.205206458,-1.397070021,0.319972956
slung,0.082748883,-1.39998566,0.335926731
farce,1.386908057,-0.098227244,-0.475771308
gecko,0.031647053,-0.125376742,-0.288519183
shine,1.411981254,-0.064380093,-0.409602319
canny,-1.737682036,-0.569039309,0.208016981
midst,0.202338088,-1.377103043,0.362185816
badge,0.687717004,-0.078923607,-0.309605205
homer,0.981596623,-0.084367735,-0.373872542
train,1.807340132,0.111967029,-0.11250576
hairy,1.078814721,0.013251629,-0.187515725
story,0.95487817,-0.488102889,2.083205461
forgo,-1.847000767,0.698800752,-0.420085096
larva,-1.385845398,0.709930465,-0.479851419
zesty,-0.392941666,-1.410932947,0.39869035
shown,-0.031414116,-0.960180217,1.274911094
heist,1.428777017,-0.099276638,-0.485499169
askew,0.176061388,-0.127023367,-0.317952453
inert,1.484673827,-0.094689106,-0.485980595
olive,1.232246688,1.223096533,-0.984022948
plant,0.993115586,-1.037348744,0.929346012
oxide,0.500637768,1.181007044,-0.940227373
cargo,1.011544236,-0.048390504,-0.304132759
foyer,0.759824807,-0.110257276,-0.388017986
flair,1.122619752,-0.096427134,-0.424440134
ample,1.008765369,-0.090820404,-0.392237885
cheek,-1.523335377,0.721174674,-0.431622138
shame,1.240760296,-0.062386135,-0.374618516
mince,0.983162418,-0.109862255,-0.42739397
chunk,-0.64549197,-1.402641406,0.461464573
royal,1.298465739,0.188315083,0.138527697
squad,-0.220058253,-0.082495469,-0.15366417
black,0.279336317,0.182913425,3.60607035
stair,1.705256726,-0.082789431,-0.500835843
scare,1.851622894,-0.073306218,-0.507378274
foray,0.733955351,-0.114342198,-0.391891911
comma,-1.713008062,0.717117644,-0.405953142
natal,-0.77072324,0.74017868,-0.527407153
shawl,0.19069351,-1.392666803,0.331780426
fewer,-1.458924145,0.775002237,-0.330809413
trope,1.593745375,-0.097579989,-0.511650498
snout,1.088540452,-0.107949117,-0.442366917
lowly,-2.367953541,-0.581018022,0.29645136
stove,0.864805011,-0.089354357,-0.363263427
shall,-0.947008986,0.686978181,2.688606004
found,0.544649278,1.376399419,2.755262572
nymph,-1.403215467,-2.699891228,1.184219062
epoxy,-0.438779253,-0.131549953,-0.216733544
depot,0.956462687,-0.050015453,-0.29761139
chest,0.640697865,-1.301823194,0.440485873
purge,0.846819242,-0.106216464,-0.395238704
slosh,-1.646430823,-0.56801206,0.19373689
their,2.961899378,4.98777259,9.861698489
renew,-0.94608554,0.759177176,-0.456167743
allow,-1.369591372,1.140312251,0.415978611
saute,2.229411003,1.188945077,-1.234830746
movie,1.193736435,2.185217759,1.032083159
cater,1.870157092,-0.078572501,-0.521711892
tease,0.521887475,2.032217399,-1.357323868
smelt,0.793580875,-1.383734656,0.241913139
focus,0.142144459,0.29295224,0.565177409
today,1.347753753,1.441328188,2.746292467
watch,0.098881787,-0.807109704,1.571111166
lapse,1.601908043,-0.088678285,-0.49453057
month,0.352061676,-0.601108442,1.955726042
sweet,-0.776535264,0.929269972,-0.131486262
hoard,1.110170003,-0.106333529,-0.442886456
cloth,0.476200395,-1.329743437,0.411790351
brine,1.380823507,-0.097792482,-0.473768183
ahead,-0.641727786,2.176318399,-0.846949858
mourn,0.767678749,-0.111782865,-0.392617549
nasty,0.543700184,-1.343271325,0.371390393
rupee,-0.294716644,2.019148061,-1.237627037
choke,0.514855473,-0.113132085,-0.349926758
chant,0.687186871,-1.379189351,0.27055597
spill,-1.621015379,-0.542651017,0.242122942
vivid,-3.326515314,0.692347299,-0.167248219
bloke,0.612950517,-0.115332167,-0.3721783
trove,1.204196897,-0.102487743,-0.451780291
thorn,0.728397492,-1.377959995,0.265705269
other,2.983985515,6.251592067,12.49692629
tacit,-0.81891217,0.723497669,-0.553567664
swill,-1.894302485,-0.573310402,0.227289533
dodge,-1.407330257,0.801833238,-0.284065819
shake,1.022801683,-0.066925608,-0.34486551
caulk,0.532693277,-0.120495433,-0.368514272
aroma,-0.644785549,2.006048261,-1.201970425
cynic,-2.285600143,-0.579284541,0.285247687
robin,0.83923382,-0.041436688,-0.258595302
ultra,1.18568616,0.033306705,-0.164872119
ulcer,1.165899104,-0.099250896,-0.438127237
pause,1.820400571,1.205989066,-1.125616088
humor,0.496146364,-0.006113365,-0.12307453
frame,1.225407657,0.191021276,0.157329471
elder,-0.642794795,0.770747588,-0.486598043
skill,-1.900223838,-0.471779996,0.440378844
aloft,0.970617843,-0.109050301,-0.423440356
pleat,1.517407103,-0.098275583,-0.499362156
shard,0.657083284,-1.386883984,0.25990612
moist,1.090404356,-0.095752695,-0.417232931
those,1.939033224,1.653116693,3.082134581
light,0.253830031,-0.579601176,2.018320891
wrung,-0.437650199,-1.412510168,0.403444241
could,1.269044508,1.846655195,3.606894658
perky,-0.058258564,-1.396001173,0.369628859
mount,0.799181048,0.120555044,0.086897596
whack,-0.788835336,-1.416481328,0.458364889
sugar,1.084252903,0.035263212,-0.14252835
knoll,-2.090441512,-0.572066197,0.265192913
crimp,0.064569731,-1.397891159,0.343572885
wince,0.76407804,-0.11226355,-0.392973223
prick,-0.084614379,-1.3996188,0.366818319
robot,-1.134354623,0.794315636,-0.348900414
point,1.416363996,1.031234186,1.877553304
proxy,-0.580345349,-1.346924274,0.566090869
shire,1.62598609,-0.080353307,-0.481479785
solar,1.767493547,0.037500093,-0.260840833
panic,0.758094236,-0.075722378,-0.315588097
tangy,0.296631482,-1.39466972,0.308528888
abbey,-1.575654219,0.729970837,-0.403835905
favor,0.37293378,-0.049028365,-0.190514539
drink,0.116446322,-1.211946995,0.722537721
query,-0.019814621,0.067548225,0.12362444
gorge,-0.944748359,0.729432083,-0.518524388
crank,0.460108271,-1.379046486,0.31172859
slump,-0.152898274,-1.401232129,0.375740384
